"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","F1"
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,392.992841138039
0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,441.061349767936
0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,457.326960971088
1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,448.02896386525
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,351.461586881642
0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,513.153569522481
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,386.769568354239
0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,540.290059150309
1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,517.720209792795
0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,512.725889998419
1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,567.475110379834
1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,592.078468161765
1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,542.685744538651
0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,478.740360362566
0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,539.922257928963
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,488.76500758148
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,380.085187532474
0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,518.282455465369
1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,536.960892035096
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,434.407509702156
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,354.327035544233
1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,438.348389353937
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,612.099251852375
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,306.596476198847
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,646.142758184585
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,474.174359803149
1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,550.116221326977
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,394.609099001684
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,510.845861158873
0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,455.101969900333
0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,492.130190460393
0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,509.796961442852
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,413.564760408971
0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,466.603138728971
1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,460.504549383867
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,401.706885335294
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,426.53163343793
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,374.947753785038
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,662.894268619704
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,380.032667273138
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,352.077758696283
1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,490.02122019049
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,474.436963664116
1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,517.208585192491
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,399.801891182421
0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,407.765161023577
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,466.529478504013
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,655.432182788082
0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,513.499726425797
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,661.155326624391
0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,535.979582059844
1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,417.754743353257
0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,516.338746280009
1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,587.262593791515
1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,490.952491519508
0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,513.980753926761
0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,573.192651849699
0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,464.372758759664
0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,535.979582059844
1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,595.317761484586
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,382.95565165517
0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,460.13454666861
1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,562.494009146316
0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,567.48608928059
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,358.392014992054
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,396.83889875086
0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,391.580068572381
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,598.237080039676
1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,565.743399184924
0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,547.180296020341
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,396.83889875086
0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,596.872362872497
1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,591.005480286088
1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,471.066986235727
0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,441.065021327923
0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,544.615339722088
0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,460.431546013486
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,354.327035544233
1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,490.898991621804
0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,516.581487277647
1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,429.914705327944
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,438.860780007885
1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,601.083222602765
1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,599.251257957171
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,559.544127941304
1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,519.233034861308
1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,493.793774453863
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,438.47844525028
0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,545.974966495218
1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,567.624344028253
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,405.520139002708
0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,565.513775069923
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,370.927673740659
0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,455.945309606543
1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,597.188953303985
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,408.7370675348
1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,464.950283260361
0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,440.777381333298
0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,470.713037524451
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,591.169670263617
1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,493.596150500076
0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,485.124884339317
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,403.968070974462
1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,593.000171592941
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,373.51030637376
1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,493.596150500076
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,510.845861158873
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,386.628298670041
0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,518.132514107725
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,619.214856798955
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,594.407222198754
1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,545.957999447506
0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,435.215480995065
1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,540.284814293579
0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,520.063841922377
1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,471.140507279473
0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,486.28095422415
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,448.269504956195
0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,460.842912430387
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,622.790641730601
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,617.589869909634
1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,626.235982004704
1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,490.413730973284
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,381.237931520348
1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,495.984227504734
0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,436.794558137926
0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,588.733431856747
1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,620.437632748859
0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,460.095210744241
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,374.915104542126
0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,438.070084564489
1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,638.041814740769
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,433.916974938861
1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,606.602700179517
0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,490.044469764163
0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,480.419712501194
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,510.845861158873
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,413.777598920553
0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,441.144525288128
0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,539.776125200985
0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,543.560803501689
0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,464.216370868939
0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,509.796961442852
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,687.991972288646
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,467.834618500068
1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,441.277778702344
0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,499.086955636489
1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,497.074308147932
0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,595.262972551756
0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,430.303812147092
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,416.824517983429
0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,438.055344242102
0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,406.646905120466
0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,494.239694029813
0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,463.475224119118
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,569.754350019694
1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,513.2766888963
0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,511.033820326984
0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,491.214252552231
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,563.9784023902
0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,446.795514642814
0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,567.48608928059
1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,598.623208177156
1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,545.794704286913
1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,440.421775505772
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,617.639129472839
1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,497.832217977108
0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,441.061349767936
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,408.730043456374
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,406.438515286371
1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,589.074078659004
0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,488.335994886438
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,420.69752003658
1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,493.819565735485
0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,459.860802967304
0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,491.850315508485
0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,460.431546013486
0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,572.077597392973
1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,494.744694175832
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,464.92363484827
1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,593.87292183621
0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,601.780616936717
0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,492.272331196691
0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,491.440051889832
0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,490.333293816783
1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,589.283101743556
0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,393.64523147325
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.730598316806
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,366.468527025789
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,376.438795745321
1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,493.596150500076
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,351.461586881642
1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,666.621695685739
0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,540.44146130407
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,442.575363138357
1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,566.097433193027
1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,517.120104214243
0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,422.174132218637
0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,513.345831819811
1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,513.464927698416
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,329.724537155968
0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,459.934099801833
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,413.564760408971
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,377.66305645185
0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,434.454275601734
0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,544.333403387713
0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,495.694346766949
0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,434.369998094637
1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,524.394378989377
0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,522.438719591879
1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,469.710642071771
0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,491.537565343914
1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,564.183838577712
1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,542.697510697737
0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,434.454275601734
0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,456.172373060298
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,694.944656055566
1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,472.616524230969
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,408.48076879725
0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,459.860802967304
1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,568.635694097425
1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,599.548375120426
1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,631.904137382234
0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,568.66796552111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.821391557157
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,416.523943068287
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.821391557157
1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,595.608704775571
1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,574.6589537444
0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,546.062452930114
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,315.696940425114
0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,459.925508042573
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,522.27421250473
1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,441.453279752425
1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,514.431563154045
1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,574.937674031909
0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,538.628344766014
0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,514.111709662359
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,659.274626862947
1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,489.732961986306
0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,569.314214271008
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,569.403282402576
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,410.413188331531
0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,405.478788223931
1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,589.35043915189
0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,518.882079799034
1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,626.235982004704
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,659.055661862558
1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,566.853638020549
0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,464.30101303848
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,418.587145475485
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,687.991972288646
1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,517.237379913685
0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,576.533123571903
0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,545.974966495218
0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,519.21081306213
1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,561.965842014578
0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,540.930126060812
0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,481.303721390732
0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,578.456327741574
1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,634.029438749679
1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,440.916785732722
1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,493.000853916895
0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,571.760137374766
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,380.51668420981
1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,469.150192087465
0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,515.463061080903
1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,448.533222215569
0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,544.965751778106
1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,604.130826863227
1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,519.742520134679
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,367.843736391702
1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,566.770365981726
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,565.320128779956
0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,495.284407752024
1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,571.541012981287
0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,458.455502556803
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,354.692459524061
0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,516.78719963241
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324.49846449642
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,694.944656055566
1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,593.87292183621
1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,491.844352275036
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,655.432182788082
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,518.658847929426
0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,516.050760284715
1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,464.652388526035
0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,472.004898264652
1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,492.672076437967
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,424.951281449823
1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,516.593007217452
0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,495.886181454339
1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,464.480327837659
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,380.576013976133
1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,449.370410863466
0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,486.669919382412
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,318.647108389722
0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,498.588518975274
0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,455.01139569301
1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,622.315944179875
1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,489.797719420827
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,409.698045019421
1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,488.966242679992
0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,448.640324239475
1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,516.071443226206
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,694.510120642028
0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,563.669258664574
0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,569.560361913079
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,407.624196274987
1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,470.350064711149
1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,520.52612759627
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,436.576098456488
0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,496.275895616953
0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,472.919093118365
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,648.049062394828
0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,441.144525288128
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,378.955024860567
1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,592.225663969057
0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,490.65758664397
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,371.595824768916
0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,463.995688771655
0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,604.588159809114
1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,485.528873211229
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,403.55659082255
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,382.753914694936
1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,510.038559253713
1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,582.015744159441
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,427.805576273566
0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,443.68921928581
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,390.139608960695
0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,603.724639690303
1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,606.654221204238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,471.174019719608
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,438.782865440817
0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,411.438147963578
0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,493.207037896333
0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,460.925861416926
0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,464.216370868939
0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,439.597887475657
0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,469.903926405164
1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,478.450804904833
0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,522.873516623676
1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,565.08859648186
0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,513.666454141085
1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,468.79867861201
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,687.991972288646
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,618.781493992201
0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,470.701476412832
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,376.440684256081
1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,553.686957581301
0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,514.716085063184
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,617.639129472839
0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,440.812648680967
0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,459.860802967304
0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,548.740916957476
1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,542.338441887698
0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,463.603981774744
1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,516.367233619399
0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,519.745076118748
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,462.480826973632
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,366.468527025789
0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,468.775587547406
1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,465.675728738198
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,436.604272967826
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,407.445276122827
0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,561.609736105306
0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,541.508065153067
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,430.221423821344
0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,490.933781115371
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.821391557157
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,403.446687210557
