CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,theta_080,theta_099,PercentEspAcerto,Cluster
2,CN,81780,C,"18,0",0,,"1,89955","2,39752","0,20382",CINZA,PROVA CINZA,,"0,0",2017,"739,4545078277588","773,5745906829834","874,9120235443115","60,19",Cluster 3
5,CN,60062,B,"21,0",0,,"1,78156","2,48622","0,34272",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"734,0519428253174","775,9277820587158","886,3131999969482","67,14",Cluster 3
7,CN,60227,D,"10,0",0,,"1,8599","2,25758","0,27091",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"719,5870876312256","756,5252780914307","860,9764575958252","63,55",Cluster 3
8,CN,8757,E,"19,0",0,,"1,29682","2,03245","0,05236",CINZA,PROVA CINZA,,"0,0",2017,"717,4937725067139","763,0555629730225","909,2133045196532","52,62",Cluster 3
10,CN,24620,E,"19,0",0,,"3,87561","2,07102","0,20037",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"707,0868015289307","723,766565322876","773,4148502349854","60,02",Cluster 3
13,CN,81971,B,"22,0",0,,"2,43217","2,43127","0,10862",CINZA,PROVA CINZA,,"0,0",2017,"748,1043338775635","773,1263637542725","851,4516353607178","55,43",Cluster 3
14,CN,59829,C,"1,0",0,,"2,90199","2,46786","0,0832",CINZA,PROVA CINZA,,"0,0",2017,"751,9786357879639","772,6614475250244","838,1502628326416","54,16",Cluster 3
16,CN,84223,A,"10,0",0,,"3,62376","2,04059","0,13436",CINZA,PROVA CINZA,,"0,0",2017,"706,526517868042","723,5782146453857","776,2830257415771","56,72",Cluster 3
18,CN,18349,E,"20,0",0,,"1,57613","2,91532","0,05134",CINZA,PROVA CINZA,,"0,0",2017,"803,3268451690674","840,7943248748779","961,040735244751","52,57",Cluster 3
20,CN,30022,D,"25,0",0,,"2,35927","2,68155","0,19738",CINZA,PROVA CINZA,,"0,0",2017,"768,317461013794","795,6545352935791","877,1817684173584","59,87",Cluster 3
21,CN,42557,C,"28,0",0,,"3,63826","2,25847","0,23489",CINZA,PROVA CINZA,,"0,0",2017,"724,372148513794","742,6397800445557","795,7618236541748","61,74",Cluster 3
22,CN,88873,B,"26,0",0,,"1,76039","2,1206","0,13709",CINZA,PROVA CINZA,,"0,0",2017,"716,9406414031982","752,1026134490967","860,6259822845459","56,85",Cluster 3
25,CN,26843,E,"4,0",0,,"1,04515","2,77185","0,14751",CINZA,PROVA CINZA,,"0,0",2017,"784,1246128082275","843,7387943267822","1026,7274379730225","57,38",Cluster 3
