CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;CO_PROVA;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;TP_CERTIFICACAO;IN_ITEM_ADAPTADO
11;HG;76392;C;12;201718;0;;1.3369;1.5842;0.2185;Azul;1;0
4;CH;76456;D;6;201714;0;;1.0879;1.247;0.1581;Azul;2;1
4;CH;76456;D;6;201710;0;;1.0879;1.247;0.1581;Azul;2;0
13;CH;76478;C;20;201714;0;;1.5321;1.8093;0.1893;Azul;2;1
13;CH;76478;C;20;201710;0;;1.5321;1.8093;0.1893;Azul;2;0
17;HG;76481;B;6;201706;0;;1.2659;1.492;0.1531;Azul;1;1
17;HG;76481;B;6;201702;0;;1.2659;1.492;0.1531;Azul;1;0
27;CH;76487;D;26;201714;0;;0.6144;1.1735;0.2957;Azul;2;1
27;CH;76487;D;26;201710;0;;0.6144;1.1735;0.2957;Azul;2;0
23;HG;76489;C;23;201726;0;;1.4599;1.0848;0.207;Azul;1;0
20;HG;76489;C;23;201718;0;;1.4599;1.0848;0.207;Azul;1;0
24;HG;76491;B;12;201718;0;;1.024;1.7637;0.2985;Azul;1;0
12;HG;76491;B;12;201726;0;;1.024;1.7637;0.2985;Azul;1;0
25;MT;76493;D;16;201732;0;;1.0576;2.922;0.2054;Amarela;2;0
6;MT;76493;D;16;201724;0;;1.0576;2.922;0.2054;Amarela;2;0
16;CH;76495;A;7;201722;0;;0.6995;0.7204;0.2334;Azul;2;0
3;CH;76495;A;7;201730;0;;0.6995;0.7204;0.2334;Azul;2;0
5;HG;76497;A;18;201706;0;;1.7098;-0.4921;0.1982;Azul;1;1
5;HG;76497;A;18;201702;0;;1.7098;-0.4921;0.1982;Azul;1;0
12;CN;76500;D;6;201729;0;;1.5394;3.1695;0.1335;Rosa;2;0
29;CN;76500;D;6;201721;0;;1.5394;3.1695;0.1335;Rosa;2;0
9;MA;76504;D;19;201708;0;;1.9048;2.281;0.1271;Amarela;1;1
9;MA;76504;D;19;201704;0;;1.9048;2.281;0.1271;Amarela;1;0
15;CH;76508;C;11;201722;0;;1.2364;1.0258;0.1855;Azul;2;0
2;CH;76508;C;11;201730;0;;1.2364;1.0258;0.1855;Azul;2;0
16;HG;76513;C;17;201706;0;;1.2042;0.5562;0.2677;Azul;1;1
16;HG;76513;C;17;201702;0;;1.2042;0.5562;0.2677;Azul;1;0
19;CH;76522;D;27;201714;0;;0.8789;1.3102;0.1443;Azul;2;1
19;CH;76522;D;27;201710;0;;0.8789;1.3102;0.1443;Azul;2;0
12;CH;76543;A;24;201722;0;;0.5322;0.6868;0.3156;Azul;2;0
23;CH;76543;A;24;201730;0;;0.5322;0.6868;0.3156;Azul;2;0
19;HG;76546;B;3;201706;0;;1.0672;0.7604;0.1105;Azul;1;1
19;HG;76546;B;3;201702;0;;1.0672;0.7604;0.1105;Azul;1;0
1;HG;76553;D;5;201718;0;;0.8997;0.9503;0.2273;Azul;1;0
1;HG;76553;D;5;201726;0;;0.8997;0.9503;0.2273;Azul;1;0
6;CH;76557;A;21;201714;0;;1.3414;0.7727;0.2452;Azul;2;1
6;CH;76557;A;21;201710;0;;1.3414;0.7727;0.2452;Azul;2;0
25;HG;76559;C;10;201718;0;;1.2195;0.2054;0.1514;Azul;1;0
17;HG;76559;C;10;201726;0;;1.2195;0.2054;0.1514;Azul;1;0
3;MA;76690;A;10;201720;0;;1.6108;1.1145;0.1052;Amarela;1;0
10;MA;76690;A;10;201728;0;;1.6108;1.1145;0.1052;Amarela;1;0
17;MT;76712;D;12;201716;0;;1.5956;2.9015;0.1427;Amarela;2;1
17;MT;76712;D;12;201712;0;;1.5956;2.9015;0.1427;Amarela;2;0
24;MA;76835;D;25;201708;0;;1.2228;1.7434;0.1371;Amarela;1;1
24;MA;76835;D;25;201704;0;;1.2228;1.7434;0.1371;Amarela;1;0
21;CH;76842;D;2;201730;0;;1.0614;2.0436;0.1929;Azul;2;0
19;CH;76842;D;2;201722;0;;1.0614;2.0436;0.1929;Azul;2;0
2;CH;76844;B;2;201714;0;;0.8079;1.2798;0.1653;Azul;2;1
2;CH;76844;B;2;201710;0;;0.8079;1.2798;0.1653;Azul;2;0
4;MT;76983;D;24;201712;0;;0.8245;0.4827;0.1753;Amarela;2;0
4;MT;76983;D;24;201716;0;;0.8245;0.4827;0.1753;Amarela;2;1
24;CI;77031;A;15;201705;0;;0.6802;0.9;0.1696;Rosa;1;1
24;CI;77031;A;15;201701;0;;0.6802;0.9;0.1696;Rosa;1;0
1;CI;77035;B;18;201725;0;;1.0662;-1.0741;0.2113;Rosa;1;0
7;CI;77035;B;18;201717;0;;1.0662;-1.0741;0.2113;Rosa;1;0
1;CN;77049;D;14;201729;0;;0.8672;0.1029;0.2364;Rosa;2;0
19;CN;77049;D;14;201721;0;;0.8672;0.1029;0.2364;Rosa;2;0
24;CI;77064;C;20;201725;0;;1.356;1.9049;0.1496;Rosa;1;0
3;CI;77064;C;20;201717;0;;1.356;1.9049;0.1496;Rosa;1;0
14;CN;77071;D;24;201713;0;;1.6713;2.5676;0.1382;Rosa;2;1
14;CN;77071;D;24;201709;0;;1.6713;2.5676;0.1382;Rosa;2;0
22;CN;77091;C;16;201713;0;;1.2339;2.3977;0.1517;Rosa;2;1
22;CN;77091;C;16;201709;0;;1.2339;2.3977;0.1517;Rosa;2;0
15;CN;77093;D;25;201729;0;;0.684;1.3562;0.1834;Rosa;2;0
1;CN;77093;D;25;201721;0;;0.684;1.3562;0.1834;Rosa;2;0
18;MT;77124;D;10;201716;0;;0.7795;1.6169;0.1865;Amarela;2;1
18;MT;77124;D;10;201712;0;;0.7795;1.6169;0.1865;Amarela;2;0
11;CI;77185;C;13;201705;0;;1.0026;0.2323;0.1619;Rosa;1;1
11;CI;77185;C;13;201701;0;;1.0026;0.2323;0.1619;Rosa;1;0
22;CN;77193;A;23;201729;0;;1.5818;2.8232;0.1779;Rosa;2;0
18;CN;77193;A;23;201721;0;;1.5818;2.8232;0.1779;Rosa;2;0
7;LP;77203;A;7;201727;0;;0.8287;0.5139;0.2349;Cinza;1;0
18;LP;77203;A;7;201719;0;;0.8287;0.5139;0.2349;Cinza;1;0
23;MT;77216;D;11;201724;0;;2.3209;2.1907;0.1811;Amarela;2;0
9;MT;77216;D;11;201732;0;;2.3209;2.1907;0.1811;Amarela;2;0
22;MA;77278;B;5;201728;0;;1.1031;1.5754;0.155;Amarela;1;0
9;MA;77278;B;5;201720;0;;1.1031;1.5754;0.155;Amarela;1;0
11;CH;77284;B;1;201714;0;;1.346;1.381;0.3084;Azul;2;1
11;CH;77284;B;1;201710;0;;1.346;1.381;0.3084;Azul;2;0
19;MT;77341;A;30;201716;0;;1.1923;2.9997;0.2191;Amarela;2;1
19;MT;77341;A;30;201712;0;;1.1923;2.9997;0.2191;Amarela;2;0
7;MT;77446;B;26;201716;0;;1.5434;2.4039;0.2259;Amarela;2;1
7;MT;77446;B;26;201712;0;;1.5434;2.4039;0.2259;Amarela;2;0
30;LP;77504;C;30;201707;0;;0.8999;2.256;0.2098;Cinza;1;1
30;LP;77504;C;30;201703;0;;0.8999;2.256;0.2098;Cinza;1;0
12;MA;77514;C;3;201728;0;;1.7486;1.2736;0.1953;Amarela;1;0
5;MA;77514;C;3;201720;0;;1.7486;1.2736;0.1953;Amarela;1;0
11;MT;77520;D;23;201732;0;;1.5395;2.3803;0.1923;Amarela;2;0
21;MT;77520;D;23;201724;0;;1.5395;2.3803;0.1923;Amarela;2;0
17;CH;77558;C;30;201714;0;;0.6753;2.4322;0.2829;Azul;2;1
17;CH;77558;C;30;201710;0;;0.6753;2.4322;0.2829;Azul;2;0
21;MA;77588;D;2;201708;0;;1.3581;2.72;0.1552;Amarela;1;1
21;MA;77588;D;2;201704;0;;1.3581;2.72;0.1552;Amarela;1;0
19;MA;77590;C;13;201708;0;;1.4162;2.5989;0.1882;Amarela;1;1
19;MA;77590;C;13;201704;0;;1.4162;2.5989;0.1882;Amarela;1;0
25;CH;77595;C;28;201714;0;;0.8631;1.6475;0.2402;Azul;2;1
25;CH;77595;C;28;201710;0;;0.8631;1.6475;0.2402;Azul;2;0
25;MA;77684;C;16;201720;0;;0.9725;1.2857;0.2676;Amarela;1;0
14;MA;77684;C;16;201728;0;;0.9725;1.2857;0.2676;Amarela;1;0
27;MT;77694;C;19;201724;0;;1.5443;0.8737;0.1813;Amarela;2;0
5;MT;77694;C;19;201732;0;;1.5443;0.8737;0.1813;Amarela;2;0
12;MT;77740;A;21;201724;0;;1.6428;2.8326;0.1214;Amarela;2;0
20;MT;77740;A;21;201732;0;;1.6428;2.8326;0.1214;Amarela;2;0
2;MA;77795;D;22;201728;0;;1.6999;0.7746;0.1454;Amarela;1;0
2;MA;77795;D;22;201720;0;;1.6999;0.7746;0.1454;Amarela;1;0
2;CN;77825;D;19;201713;0;;0.6261;3.8026;0.1448;Rosa;2;1
2;CN;77825;D;19;201709;0;;0.6261;3.8026;0.1448;Rosa;2;0
6;MT;77888;B;25;201716;0;;0.7351;0.502;0.1882;Amarela;2;1
6;MT;77888;B;25;201712;0;;0.7351;0.502;0.1882;Amarela;2;0
12;CN;77978;D;27;201721;0;;0.9207;1.8208;0.2994;Rosa;2;0
23;CN;77978;D;27;201729;0;;0.9207;1.8208;0.2994;Rosa;2;0
8;CN;78127;A;5;201713;0;;1.8968;2.9181;0.1147;Rosa;2;1
8;CN;78127;A;5;201709;0;;1.8968;2.9181;0.1147;Rosa;2;0
27;CH;78133;B;26;201730;0;;0.8542;-0.055;0.1916;Azul;2;0
21;CH;78133;B;26;201722;0;;0.8542;-0.055;0.1916;Azul;2;0
15;CH;78138;B;15;201714;0;;1.3291;1.5443;0.1761;Azul;2;1
15;CH;78138;B;15;201710;0;;1.3291;1.5443;0.1761;Azul;2;0
3;MT;78141;C;28;201716;0;;0.65284;3.30386;0.18615;Amarela;2;1
8;CH;78173;B;29;201714;0;;0.8572;0.8489;0.2069;Azul;2;1
8;CH;78173;B;29;201710;0;;0.8572;0.8489;0.2069;Azul;2;0
27;CN;78449;B;15;201729;0;;0.8688;2.0099;0.2273;Rosa;2;0
24;CN;78449;B;15;201721;0;;0.8688;2.0099;0.2273;Rosa;2;0
30;MT;78754;A;4;201712;0;;1.5432;2.0832;0.2822;Amarela;2;0
30;MT;78754;A;4;201716;0;;1.5432;2.0832;0.2822;Amarela;2;1
27;MT;78767;D;14;201716;0;;1.1689;3.3045;0.1978;Amarela;2;1
27;MT;78767;D;14;201712;0;;1.1689;3.3045;0.1978;Amarela;2;0
25;CI;78770;B;19;201705;0;;0.5627;1.8179;0.2882;Rosa;1;1
25;CI;78770;B;19;201701;0;;0.5627;1.8179;0.2882;Rosa;1;0
9;CI;78788;B;17;201705;0;;0.7521;-0.0352;0.1799;Rosa;1;1
9;CI;78788;B;17;201701;0;;0.7521;-0.0352;0.1799;Rosa;1;0
22;CH;78861;C;19;201730;0;;1.7228;1.4168;0.256;Azul;2;0
20;CH;78861;C;19;201722;0;;1.7228;1.4168;0.256;Azul;2;0
3;CH;79035;C;11;201714;0;;1.7431;0.9652;0.2654;Azul;2;1
3;CH;79035;C;11;201710;0;;1.7431;0.9652;0.2654;Azul;2;0
16;MT;79050;B;29;201724;0;;0.79;1.2217;0.2471;Amarela;2;0
14;MT;79050;B;29;201732;0;;0.79;1.2217;0.2471;Amarela;2;0
4;MT;79056;B;29;201724;0;;0.7322;1.7601;0.1626;Amarela;2;0
28;MT;79056;B;29;201732;0;;0.7322;1.7601;0.1626;Amarela;2;0
15;MT;79061;C;17;201716;0;;1.4791;2.892;0.2846;Amarela;2;1
15;MT;79061;C;17;201712;0;;1.4791;2.892;0.2846;Amarela;2;0
2;MT;79070;C;29;201716;0;;0.9479;-0.2439;0.2002;Amarela;2;1
2;MT;79070;C;29;201712;0;;0.9479;-0.2439;0.2002;Amarela;2;0
10;CI;79202;C;22;201701;0;;1.2822;2.6464;0.1125;Rosa;1;0
7;CN;79207;C;2;201721;0;;0.8057;0.835;0.172;Rosa;2;0
9;CN;79207;C;2;201729;0;;0.8057;0.835;0.172;Rosa;2;0
1;CN;79210;B;15;201713;0;;1.0847;-0.138;0.219;Rosa;2;1
1;CN;79210;B;15;201709;0;;1.0847;-0.138;0.219;Rosa;2;0
16;CN;79217;B;3;201721;0;;1.0061;3.9742;0.1742;Rosa;2;0
4;CN;79217;B;3;201729;0;;1.0061;3.9742;0.1742;Rosa;2;0
4;CI;79248;D;13;201725;0;;0.9739;3.1605;0.1462;Rosa;1;0
18;CI;79248;D;13;201717;0;;0.9739;3.1605;0.1462;Rosa;1;0
10;CH;79249;D;7;201714;0;;0.6639;2.2445;0.1958;Azul;2;1
10;CH;79249;D;7;201710;0;;0.6639;2.2445;0.1958;Azul;2;0
29;MA;79254;A;21;201728;0;;0.7952;3.246;0.1779;Amarela;1;0
17;MA;79254;A;21;201720;0;;0.7952;3.246;0.1779;Amarela;1;0
29;MA;79278;D;17;201720;0;;1.2453;1.7903;0.2062;Amarela;1;0
26;MA;79278;D;17;201728;0;;1.2453;1.7903;0.2062;Amarela;1;0
18;CN;79295;D;25;201713;0;;0.8435;2.5118;0.3147;Rosa;2;1
18;CN;79295;D;25;201709;0;;0.8435;2.5118;0.3147;Rosa;2;0
28;CH;79340;A;22;201714;0;;1.0403;0.1363;0.1636;Azul;2;1
28;CH;79340;A;22;201710;0;;1.0403;0.1363;0.1636;Azul;2;0
23;CH;79353;D;4;201714;0;;0.9934;1.3609;0.0909;Azul;2;1
23;CH;79353;D;4;201710;0;;0.9934;1.3609;0.0909;Azul;2;0
8;CH;79355;A;3;201722;0;;0.8544;1.7252;0.1822;Azul;2;0
14;CH;79355;A;3;201730;0;;0.8544;1.7252;0.1822;Azul;2;0
16;MA;79359;C;17;201708;0;;0.6216;1.4345;0.1616;Amarela;1;1
16;MA;79359;C;17;201704;0;;0.6216;1.4345;0.1616;Amarela;1;0
16;CH;79362;A;16;201714;0;;0.8351;0.8695;0.2232;Azul;2;1
16;CH;79362;A;16;201710;0;;0.8351;0.8695;0.2232;Azul;2;0
24;MT;79366;B;27;201716;0;;1.2783;1.7959;0.2329;Amarela;2;1
24;MT;79366;B;27;201712;0;;1.2783;1.7959;0.2329;Amarela;2;0
19;CN;79367;B;14;201713;0;;0.7493;2.5122;0.27;Rosa;2;1
19;CN;79367;B;14;201709;0;;0.7493;2.5122;0.27;Rosa;2;0
19;LC;79385;C;19;201715;0;;1.0331;0.0509;0.1865;Branco;2;1
19;LC;79385;C;19;201711;0;;1.0331;0.0509;0.1865;Branco;2;0
17;CI;79387;D;3;201701;0;;1.0191;2.3201;0.1268;Rosa;1;0
27;LP;79404;D;2;201727;0;;0.6377;1.253;0.1791;Cinza;1;0
13;LP;79404;D;2;201719;0;;0.6377;1.253;0.1791;Cinza;1;0
3;CI;79405;B;18;201705;0;;0.8962;-0.7183;0.2125;Rosa;1;1
3;CI;79405;B;18;201701;0;;0.8962;-0.7183;0.2125;Rosa;1;0
29;CN;79407;D;27;201713;0;;0.6937;1.7495;0.1796;Rosa;2;1
29;CN;79407;D;27;201709;0;;0.6937;1.7495;0.1796;Rosa;2;0
25;LC;79437;D;25;201715;0;;0.907;1.4464;0.2321;Branco;2;1
25;LC;79437;D;25;201711;0;;0.907;1.4464;0.2321;Branco;2;0
11;MT;79444;A;13;201716;0;;1.4129;2.6395;0.152;Amarela;2;1
11;MT;79444;A;13;201712;0;;1.4129;2.6395;0.152;Amarela;2;0
1;MA;79464;C;28;201728;0;;2.4228;2.0986;0.1672;Amarela;1;0
1;MA;79464;C;28;201720;0;;2.4228;2.0986;0.1672;Amarela;1;0
1;MA;79482;C;15;201704;0;;0.8641;2.0175;0.2442;Amarela;1;0
1;MA;79482;C;15;201708;0;;0.8641;2.0175;0.2442;Amarela;1;1
8;CI;79486;A;7;201717;1;Retirado pela TRI;;;;Rosa;1;0
2;CI;79486;A;7;201725;1;Retirado pela TRI;;;;Rosa;1;0
10;CN;79487;A;23;201713;0;;1.865;2.9782;0.0712;Rosa;2;1
10;CN;79487;A;23;201709;0;;1.865;2.9782;0.0712;Rosa;2;0
16;CI;79489;A;26;201725;0;;0.9476;2.3379;0.2197;Rosa;1;0
22;CI;79489;A;26;201717;0;;0.9476;2.3379;0.2197;Rosa;1;0
16;CN;79516;A;19;201729;0;;1.7021;2.9695;0.1416;Rosa;2;0
2;CN;79516;A;19;201721;0;;1.7021;2.9695;0.1416;Rosa;2;0
29;MT;79522;C;9;201732;0;;0.7726;3.083;0.3116;Amarela;2;0
2;MT;79522;C;9;201724;0;;0.7726;3.083;0.3116;Amarela;2;0
11;CI;79530;D;7;201717;0;;0.7675;0.9175;0.1541;Rosa;1;0
19;CI;79530;D;7;201725;0;;0.7675;0.9175;0.1541;Rosa;1;0
15;CN;79559;A;3;201721;0;;1.4774;1.9721;0.152;Rosa;2;0
25;CN;79559;A;3;201729;0;;1.4774;1.9721;0.152;Rosa;2;0
20;CN;79578;B;23;201713;0;;1.0284;2.4941;0.2083;Rosa;2;1
20;CN;79578;B;23;201709;0;;1.0284;2.4941;0.2083;Rosa;2;0
28;CN;79585;B;21;201713;0;;1.4275;1.8124;0.1477;Rosa;2;1
28;CN;79585;B;21;201709;0;;1.4275;1.8124;0.1477;Rosa;2;0
2;LP;79604;B;3;201707;0;;1.6859;-0.0819;0.1411;Cinza;1;1
2;LP;79604;B;3;201703;0;;1.6859;-0.0819;0.1411;Cinza;1;0
13;MT;79605;C;6;201724;0;;1.001;1.2386;0.3359;Amarela;2;0
18;MT;79605;C;6;201732;0;;1.001;1.2386;0.3359;Amarela;2;0
20;MT;79616;C;21;201716;0;;1.0028;1.6231;0.1991;Amarela;2;1
20;MT;79616;C;21;201712;0;;1.0028;1.6231;0.1991;Amarela;2;0
16;CI;79618;D;8;201705;0;;0.7602;1.4958;0.2359;Rosa;1;1
16;CI;79618;D;8;201701;0;;0.7602;1.4958;0.2359;Rosa;1;0
21;CI;79619;B;16;201705;0;;0.7124;1.8668;0.1278;Rosa;1;1
21;CI;79619;B;16;201701;0;;0.7124;1.8668;0.1278;Rosa;1;0
26;CN;79649;C;18;201729;0;;0.6337;2.518;0.1427;Rosa;2;0
23;CN;79649;C;18;201721;0;;0.6337;2.518;0.1427;Rosa;2;0
9;CN;79653;D;8;201721;0;;1.064;2.0947;0.1821;Rosa;2;0
17;CN;79653;D;8;201729;0;;1.064;2.0947;0.1821;Rosa;2;0
20;MT;79654;B;30;201724;0;;0.8638;0.9967;0.2353;Amarela;2;0
10;MT;79654;B;30;201732;0;;0.8638;0.9967;0.2353;Amarela;2;0
14;CI;79664;D;11;201717;0;;1.1787;2.0123;0.1149;Rosa;1;0
20;CI;79664;D;11;201725;0;;1.1787;2.0123;0.1149;Rosa;1;0
26;CH;79671;D;21;201722;0;;1.0213;1.0403;0.302;Azul;2;0
11;CH;79671;D;21;201730;0;;1.0213;1.0403;0.302;Azul;2;0
28;CI;79685;D;4;201701;0;;1.2642;1.2661;0.2161;Rosa;1;0
28;CI;79685;D;4;201705;0;;1.2642;1.2661;0.2161;Rosa;1;1
13;CN;79688;B;11;201713;0;;1.0074;1.0049;0.169;Rosa;2;1
13;CN;79688;B;11;201709;0;;1.0074;1.0049;0.169;Rosa;2;0
8;CN;79707;D;23;201729;0;;1.2765;3.5278;0.1523;Rosa;2;0
6;CN;79707;D;23;201721;0;;1.2765;3.5278;0.1523;Rosa;2;0
28;MT;79710;C;23;201716;0;;1.0721;1.9746;0.2755;Amarela;2;1
28;MT;79710;C;23;201712;0;;1.0721;1.9746;0.2755;Amarela;2;0
16;MT;79719;A;3;201716;0;;1.4876;1.564;0.1388;Amarela;2;1
16;MT;79719;A;3;201712;0;;1.4876;1.564;0.1388;Amarela;2;0
18;CH;79749;A;9;201714;0;;1.0336;0.895;0.2217;Azul;2;1
18;CH;79749;A;9;201710;0;;1.0336;0.895;0.2217;Azul;2;0
30;CH;79750;B;29;201730;0;;1.6778;1.3461;0.2458;Azul;2;0
30;CH;79750;B;29;201722;0;;1.6778;1.3461;0.2458;Azul;2;0
12;MA;79756;B;21;201708;0;;1.2143;1.1571;0.1503;Amarela;1;1
12;MA;79756;B;21;201704;0;;1.2143;1.1571;0.1503;Amarela;1;0
22;MT;79770;B;7;201732;0;;1.0009;2.8546;0.2119;Amarela;2;0
10;MT;79770;B;7;201724;0;;1.0009;2.8546;0.2119;Amarela;2;0
12;MT;79822;B;22;201716;0;;0.7522;1.1699;0.1171;Amarela;2;1
12;MT;79822;B;22;201712;0;;0.7522;1.1699;0.1171;Amarela;2;0
24;CN;79832;D;15;201713;0;;1.5575;2.238;0.199;Rosa;2;1
24;CN;79832;D;15;201709;0;;1.5575;2.238;0.199;Rosa;2;0
7;MT;79839;A;13;201724;0;;1.3868;2.855;0.1565;Amarela;2;0
23;MT;79839;A;13;201732;0;;1.3868;2.855;0.1565;Amarela;2;0
26;MT;79840;D;18;201716;0;;1.3086;1.9042;0.1071;Amarela;2;1
26;MT;79840;D;18;201712;0;;1.3086;1.9042;0.1071;Amarela;2;0
16;LC;79842;A;16;201715;0;;0.8795;1.8596;0.1906;Branco;2;1
16;LC;79842;A;16;201711;0;;0.8795;1.8596;0.1906;Branco;2;0
30;CI;79851;D;22;201717;0;;0.7727;1.3795;0.1193;Rosa;1;0
30;CI;79851;D;22;201725;0;;0.7727;1.3795;0.1193;Rosa;1;0
12;MT;79866;C;25;201732;0;;1.3898;1.081;0.1154;Amarela;2;0
18;MT;79866;C;25;201724;0;;1.3898;1.081;0.1154;Amarela;2;0
16;CI;79869;B;19;201717;0;;1.0876;0.4764;0.2663;Rosa;1;0
13;CI;79869;B;19;201725;0;;1.0876;0.4764;0.2663;Rosa;1;0
6;MT;79870;B;26;201732;0;;0.7114;2.1112;0.1903;Amarela;2;0
24;MT;79870;B;26;201724;0;;0.7114;2.1112;0.1903;Amarela;2;0
14;MT;79871;D;15;201724;0;;1.3884;2.5862;0.1645;Amarela;2;0
16;MT;79871;D;15;201732;0;;1.3884;2.5862;0.1645;Amarela;2;0
6;MA;79906;B;27;201728;0;;1.1096;0.8969;0.1488;Amarela;1;0
11;MA;79906;B;27;201720;0;;1.1096;0.8969;0.1488;Amarela;1;0
22;MA;79910;B;2;201720;0;;1.0892;2.6556;0.2118;Amarela;1;0
19;MA;79910;B;2;201728;0;;1.0892;2.6556;0.2118;Amarela;1;0
29;MA;79932;A;7;201708;0;;1.2464;2.9685;0.1822;Amarela;1;1
29;MA;79932;A;7;201704;0;;1.2464;2.9685;0.1822;Amarela;1;0
14;MT;79933;C;28;201716;0;;1.5011;1.2415;0.2473;Amarela;2;1
14;MT;79933;C;28;201712;0;;1.5011;1.2415;0.2473;Amarela;2;0
27;MT;79941;D;12;201732;0;;1.1569;2.9871;0.1932;Amarela;2;0
3;MT;79941;D;12;201724;0;;1.1569;2.9871;0.1932;Amarela;2;0
28;MT;79942;A;22;201724;0;;0.7504;2.0495;0.1962;Amarela;2;0
3;MT;79942;A;22;201732;0;;0.7504;2.0495;0.1962;Amarela;2;0
22;MT;79948;D;3;201724;0;;1.2767;0.8885;0.1375;Amarela;2;0
8;MT;79948;D;3;201732;0;;1.2767;0.8885;0.1375;Amarela;2;0
30;MT;79954;A;8;201732;0;;1.0715;1.6015;0.2716;Amarela;2;0
1;MT;79954;A;8;201724;0;;1.0715;1.6015;0.2716;Amarela;2;0
8;MT;79956;C;17;201724;0;;1.2426;1.7145;0.1952;Amarela;2;0
24;MT;79956;C;17;201732;0;;1.2426;1.7145;0.1952;Amarela;2;0
25;CI;79960;A;17;201725;0;;0.8222;0.9547;0.1812;Rosa;1;0
24;CI;79960;A;17;201717;0;;0.8222;0.9547;0.1812;Rosa;1;0
24;MA;79973;D;4;201728;0;;0.6347;1.6569;0.1757;Amarela;1;0
24;MA;79973;D;4;201720;0;;0.6347;1.6569;0.1757;Amarela;1;0
16;CH;79988;D;12;201730;0;;0.9625;0.5884;0.142;Azul;2;0
17;CH;79988;D;12;201722;0;;0.9625;0.5884;0.142;Azul;2;0
14;CN;80028;C;16;201729;0;;1.386;2.996;0.2323;Rosa;2;0
22;CN;80028;C;16;201721;0;;1.386;2.996;0.2323;Rosa;2;0
3;MA;80031;A;28;201708;0;;1.3589;2.1456;0.203;Amarela;1;1
3;MA;80031;A;28;201704;0;;1.3589;2.1456;0.203;Amarela;1;0
15;MT;80056;B;14;201732;0;;1.2727;2.6351;0.2558;Amarela;2;0
17;MT;80056;B;14;201724;0;;1.2727;2.6351;0.2558;Amarela;2;0
29;MT;80058;D;9;201716;0;;1.0935;3.5135;0.149;Amarela;2;1
29;MT;80058;D;9;201712;0;;1.0935;3.5135;0.149;Amarela;2;0
13;MT;80059;B;10;201732;0;;1.9964;2.4786;0.2153;Amarela;2;0
19;MT;80059;B;10;201724;0;;1.9964;2.4786;0.2153;Amarela;2;0
28;CI;80065;C;4;201725;0;;1.0451;1.6848;0.1696;Rosa;1;0
13;CI;80065;C;4;201717;0;;1.0451;1.6848;0.1696;Rosa;1;0
15;CN;80126;D;16;201713;0;;1.4097;1.0415;0.1878;Rosa;2;1
15;CN;80126;D;16;201709;0;;1.4097;1.0415;0.1878;Rosa;2;0
10;CN;80133;C;19;201721;0;;1.8685;2.9677;0.2086;Rosa;2;0
18;CN;80133;C;19;201729;0;;1.8685;2.9677;0.2086;Rosa;2;0
2;CI;80136;D;7;201705;0;;1.0566;3.1385;0.236;Rosa;1;1
2;CI;80136;D;7;201701;0;;1.0566;3.1385;0.236;Rosa;1;0
16;CN;80152;A;8;201713;0;;1.0136;1.3935;0.2426;Rosa;2;1
16;CN;80152;A;8;201709;0;;1.0136;1.3935;0.2426;Rosa;2;0
10;CI;80187;C;15;201705;0;;2.11713;2.3076;0.08535;Rosa;1;1
1;CI;80195;A;5;201705;0;;0.8569;-0.7621;0.2428;Rosa;1;1
1;CI;80195;A;5;201701;0;;0.8569;-0.7621;0.2428;Rosa;1;0
27;CI;80199;B;16;201725;0;;1.0814;0.9766;0.1844;Rosa;1;0
12;CI;80199;B;16;201717;0;;1.0814;0.9766;0.1844;Rosa;1;0
27;LC;80205;D;27;201715;0;;0.8955;2.1204;0.1414;Branco;2;1
27;LC;80205;D;27;201711;0;;0.8955;2.1204;0.1414;Branco;2;0
11;CI;80221;A;27;201725;0;;0.6304;0.3262;0.2533;Rosa;1;0
5;CI;80221;A;27;201717;0;;0.6304;0.3262;0.2533;Rosa;1;0
28;LC;80230;C;28;201715;0;;1.7809;1.1191;0.2047;Branco;2;1
28;LC;80230;C;28;201711;0;;1.7809;1.1191;0.2047;Branco;2;0
8;CI;80234;D;13;201725;0;;1.0904;2.97;0.1482;Rosa;1;0
27;CI;80234;D;13;201717;0;;1.0904;2.97;0.1482;Rosa;1;0
21;CN;80276;A;28;201721;0;;1.0529;0.5817;0.2074;Rosa;2;0
3;CN;80276;A;28;201729;0;;1.0529;0.5817;0.2074;Rosa;2;0
15;CI;80280;B;14;201705;0;;0.7203;0.4039;0.1966;Rosa;1;1
15;CI;80280;B;14;201701;0;;0.7203;0.4039;0.1966;Rosa;1;0
13;MT;80284;C;15;201716;0;;1.1056;2.6812;0.2894;Amarela;2;1
13;MT;80284;C;15;201712;0;;1.1056;2.6812;0.2894;Amarela;2;0
13;LC;80302;B;16;201723;0;;2.541;1.6935;0.1598;Branco;2;0
17;LC;80302;B;16;201731;0;;2.541;1.6935;0.1598;Branco;2;0
12;CI;80338;A;29;201725;0;;0.8615;2.8441;0.2347;Rosa;1;0
6;CI;80338;A;29;201717;0;;0.8615;2.8441;0.2347;Rosa;1;0
