CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,CO_PROVA,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,TP_CERTIFICACAO,IN_ITEM_ADAPTADO
3,MT,94485,D,7,201922,0,,1.07605,2.9913,0.19965,Amarela,2,0
4,CH,35899,C,4,201912,0,,1.26558,0.25366,0.24412,Azul,2,0
4,CH,35899,C,4,201916,0,,1.26558,0.25366,0.24412,Azul,2,1
4,CH,57901,A,4,201940,0,,0.58175,1.34023,0.23961,Azul,2,0
4,CH,75271,C,26,201932,0,,0.83971,0.55317,0.22978,Azul,2,0
4,CH,78891,D,23,201924,0,,1.17822,1.65713,0.19108,Azul,2,0
4,CI,77046,D,22,201925,0,,1.93654,2.18264,0.12642,Rosa,1,0
4,CI,90583,B,4,201901,0,,0.76221,1.31568,0.16834,Rosa,1,0
4,CI,90583,B,4,201905,0,,0.76221,1.31568,0.16834,Rosa,1,1
4,CI,91997,C,14,201933,0,,0.84533,-0.84883,0.04858,Rosa,1,0
4,CI,92483,C,16,201917,0,,1.06661,0.54689,0.10949,Rosa,1,0
4,CN,35408,D,4,201909,0,,1.0418,2.72175,0.19185,Rosa,2,0
4,CN,35408,D,4,201913,0,,1.0418,2.72175,0.19185,Rosa,2,1
4,CN,81194,A,2,201921,0,,1.00882,3.55547,0.31705,Rosa,2,0
4,CN,89548,B,26,201929,0,,7.19311,2.5711,0.08139,Rosa,2,0
4,CN,94381,B,6,201937,0,,0.96027,2.56868,0.2616,Rosa,2,0
4,HG,56592,C,20,201904,0,,0.90385,1.56763,0.18048,Azul,1,0
4,HG,56592,C,20,201908,0,,0.90385,1.56763,0.18048,Azul,1,1
4,HG,56619,B,28,201928,0,,0.35425,2.07776,0.26323,Azul,1,0
4,HG,75495,A,20,201920,0,,0.53627,2.50215,0.23911,Azul,1,0
4,HG,92056,A,17,201936,0,,1.37359,2.34602,0.2794,Azul,1,0
4,LC,59310,C,11,201939,0,,2.71442,0.82706,0.22968,Branca,2,0
4,LC,79706,C,4,201911,0,,0.61267,2.60104,0.00652,Branca,2,0
4,LC,79706,C,4,201915,0,,0.61267,2.60104,0.00652,Branca,2,1
4,LC,94409,B,26,201923,0,,2.46738,1.92519,0.25899,Branca,2,0
4,LC,94409,B,26,201931,0,,2.46738,1.92519,0.25899,Branca,2,0
4,LP,56811,D,25,201919,0,,0.931,1.27933,0.15752,Cinza,1,0
4,LP,57941,D,25,201927,0,,0.62169,0.771,0.03579,Cinza,1,0
4,LP,58500,A,14,201935,0,,0.24004,2.05586,0.05901,Cinza,1,0
4,LP,93437,C,4,201903,0,,1.52941,0.42854,0.1727,Cinza,1,0
4,LP,93437,C,4,201907,0,,1.52941,0.42854,0.1727,Cinza,1,1
4,MA,35164,C,23,201934,0,,1.27083,0.62686,0.22086,Amarela,1,0
4,MA,59297,B,21,201918,0,,0.4203,3.0511,0.2395,Amarela,1,0
