CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,theta_080,theta_099
161,MT,32969,D,"8,0",0,,"1,98636","2,03775","0,14588",AZUL,PROVA AZUL,,"0,0",2016,"714,5802974700928","738,8656139373779","835,1318836212158"
162,MT,53278,A,"26,0",0,,"1,8996","2,1059","0,1077",AZUL,PROVA AZUL,,"0,0",2016,"724,1504192352295","749,0413188934326","849,3177890777588"
163,MT,38786,A,"3,0",0,,"1,46119","2,45335","0,12054",AZUL,PROVA AZUL,,"0,0",2016,"761,9993686676025","794,569730758667","925,0943660736084"
164,MT,42692,B,"4,0",0,,"1,82503","1,84464","0,15051",AZUL,PROVA AZUL,,"0,0",2016,"695,9264278411865","722,4290370941162","827,2569179534912"
165,MT,8476,D,"3,0",0,,"1,15634","2,81506","0,10382",AZUL,PROVA AZUL,,"0,0",2016,"804,1446208953857","844,9571132659912","1009,6256732940674"
166,MT,87262,B,"22,0",0,,"1,67523","2,64728","0,24232",AZUL,PROVA AZUL,,"0,0",2016,"770,0841426849365","800,7352352142334","916,2228107452393"
167,MT,25723,C,"21,0",0,,"2,10247","2,63616","0,2797",AZUL,PROVA AZUL,,"0,0",2016,"765,1941776275635","790,3664112091064","882,8895092010498"
168,MT,39762,E,"2,0",0,,"2,05535","2,59645","0,17208",AZUL,PROVA AZUL,,"0,0",2016,"768,5606479644775","792,3882007598877","885,6909275054932"
169,MT,95265,A,"18,0",0,,"0,29852","10,12436","0,15255",AZUL,PROVA AZUL,,"0,0",2016,"1581,7110538482666","1743,9167499542236","2384,9313259124756"
170,MT,30029,D,"27,0",0,,"2,42957","1,79574","0,0949",AZUL,PROVA AZUL,,"0,0",2016,"690,7408237457275","710,0813388824463","788,3899211883545"
171,MT,53721,D,"25,0",0,,"1,60951","3,12558","0,13029",AZUL,PROVA AZUL,,"0,0",2016,"827,0065784454346","856,7254543304443","975,3410816192627"
172,MT,85050,B,"9,0",0,,"1,27355","2,80412","0,19635",AZUL,PROVA AZUL,,"0,0",2016,"792,3929691314697","831,4363956451416","982,4435710906982"
173,MT,83906,E,"24,0",0,,"1,62289","1,84916","0,15371",AZUL,PROVA AZUL,,"0,0",2016,"697,5739002227783","727,431058883667","845,3552722930908"
174,MT,17264,C,"12,0",0,,"2,21669","1,90224","0,18132",AZUL,PROVA AZUL,,"0,0",2016,"697,9720592498779","720,1902866363525","806,7958354949951"
175,MT,44243,E,"7,0",0,,"2,94115","4,08667","0,1354",AZUL,PROVA AZUL,,"0,0",2016,"916,3753986358643","932,6856136322021","997,6284503936768"
176,MT,48223,B,"20,0",0,,"2,24873","1,70422","0,17961",AZUL,PROVA AZUL,,"0,0",2016,"678,154706954956","700,0343799591064","785,3858470916748"
177,MT,96833,A,"4,0",0,,"1,75245","1,16274","0,08471",AZUL,PROVA AZUL,,"0,0",2016,"632,366418838501","659,0502262115479","767,5139904022217"
178,MT,39198,E,"6,0",0,,"1,60611","2,5091","0,06869",AZUL,PROVA AZUL,,"0,0",2016,"769,4904804229736","798,393964767456","916,5709018707275"
179,MT,88786,B,"17,0",0,,"1,64372","1,00596","0,08678",AZUL,PROVA AZUL,,"0,0",2016,"617,6202297210693","646,09694480896","761,75856590271"
180,MT,60315,C,"19,0",0,,"1,75029","3,06564","0,15981",AZUL,PROVA AZUL,,"0,0",2016,"817,8846836090088","845,6652164459229","955,0802707672119"
1,CH,24918,C,"1,0",0,,"1,30844","2,80277","0,05925",AMARELA,PROVA AMARELA,,"0,0",2017,"803,8108348846436","839,1420841217041","984,086275100708"
1,CH,81726,B,"30,0",0,,"3,95893","1,08055","0,14882",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"613,3906841278076","625,5953311920166","673,9108562469482"
1,CN,37558,E,"21,0",0,,"3,52416","1,83339","0,13342",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"689,8372173309326","703,4318447113037","757,6220035552979"
1,CN,61269,C,"14,0",0,,"5,00249","0,92951","0,15259",CINZA,PROVA CINZA,,"0,0",2017,"597,0828533172607","606,7626476287842","645,0169086456299"
1,LC,18212,E,"7,0",0,,"2,83695","0,71551","0,20157",AMARELA,PROVA AMARELA,"0,0","0,0",2017,"576,6885280609131","594,2766666412354","662,1091365814209"
1,LC,23448,A,"7,0",0,,"2,296","-0,14177","0,18738",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"492,97022819519043","514,5018100738525","598,1748104095459"
1,MT,17291,B,"3,0",0,,"1,50418","1,51711","0,14864",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"665,7664775848389","697,8862285614014","825,0491619110107"
1,MT,95803,E,"5,0",0,,"2,03148","1,76214","0,19951",CINZA,PROVA CINZA,,"0,0",2017,"683,5215091705322","708,050012588501","802,7546405792236"
2,CH,23043,D,"20,0",0,,"1,93517","0,75431","0,10121",AMARELA,PROVA AMARELA,,"0,0",2017,"589,1029834747314","613,4598255157471","711,8313312530518"
2,CH,66987,C,"30,0",0,,"1,6807","-0,22728","0,18248",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"487,40553855895996","516,7310237884521","630,9669017791748"
2,CN,81780,C,"18,0",0,,"1,89955","2,39752","0,20382",CINZA,PROVA CINZA,,"0,0",2017,"747,269868850708","773,5745906829834","874,9120235443115"
2,CN,81945,B,"30,0",0,,"4,28182","0,84553","0,08121",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"591,2249088287354","602,1277904510498","646,5046405792236"
2,LC,42335,B,"7,0",0,,"3,56712","0,32162","0,20155",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"536,2503528594971","550,2359867095947","604,1829586029053"
2,LC,48074,D,"6,0",0,,"4,52165","0,53966","0,24458",AMARELA,PROVA AMARELA,"0,0","0,0",2017,"555,8793544769287","567,2543048858643","610,0528240203857"
2,MT,27801,C,"12,0",0,,"1,15457","2,0935","0,19889",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"722,2788333892822","765,4159069061279","932,0371150970459"
2,MT,38563,E,"24,0",0,,"1,45491","0,58108","0,32767",CINZA,PROVA CINZA,,"0,0",2017,"554,7778606414795","592,853307723999","727,6432514190674"
3,CH,49661,E,"4,0",0,,"2,76077","0,40708","0,15169",AMARELA,PROVA AMARELA,,"0,0",2017,"548,2356548309326","565,7665729522705","635,0724697113037"
3,CH,66754,D,"21,0",0,,"2,809","-0,0156","0,15158",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"505,8424472808838","523,0705738067627","591,1867618560791"
3,CN,29492,C,"25,0",0,,"2,33592","1,59496","0,15895",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"668,0219173431396","688,828706741333","770,8041667938232"
3,CN,43703,D,"6,0",0,,"4,93511","1,20198","0,19216",CINZA,PROVA CINZA,,"0,0",2017,"623,3994960784912","633,446455001831","672,3968982696533"
3,LC,37683,C,"6,0",0,,"3,23952","0,20585","0,20042",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"525,1305103302002","540,520429611206","599,9152660369873"
3,LC,54099,D,"7,0",0,,"3,09698","0,50324","0,23815",AMARELA,PROVA AMARELA,"0,0","0,0",2017,"553,4141063690186","569,9436664581299","632,375955581665"
3,MT,23077,E,"25,0",0,,"2,01461","1,55563","0,1185",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"667,762041091919","691,3607120513916","786,0105037689209"
3,MT,61485,C,"28,0",0,,"1,60552","2,68705","0,25409",CINZA,PROVA CINZA,,"0,0",2017,"773,2217311859131","805,4940700531006","926,1958599090576"
4,CH,49943,A,"27,0",0,,"3,84842","0,6481","0,14619",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"570,3775882720947","582,9160213470459","632,6048374176025"
4,CH,76970,A,"14,0",0,,"3,29925","0,72321","0,13557",AMARELA,PROVA AMARELA,,"0,0",2017,"579,1871547698975","593,7283039093018","651,6234874725342"
4,CN,18231,A,"14,0",0,,"2,77928","1,67212","0,20189",CINZA,PROVA CINZA,,"0,0",2017,"672,4421977996826","690,3975009918213","759,6414089202881"
4,CN,26210,D,"23,0",0,,"4,85658","1,65699","0,12148",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"670,6898212432861","680,4959774017334","719,7706699371338"
4,LC,7463,C,"5,0",0,,"4,13584","0,87671","0,08482",AMARELA,PROVA AMARELA,"0,0","0,0",2017,"594,4864749908447","605,7946681976318","651,752233505249"
4,LC,18292,B,"5,0",0,,"3,76641","1,02064","0,26396",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"603,5940647125244","617,4604892730713","668,987512588501"
4,MT,9189,D,"16,0",0,,"1,61681","2,44593","0,11192",CINZA,PROVA CINZA,,"0,0",2017,"760,239839553833","789,5462512969971","907,4108600616455"
4,MT,26050,C,"26,0",0,,"1,42986","2,73244","0,18228",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"785,1712703704834","819,6370601654053","953,9120197296143"
5,CH,25520,B,"6,0",0,,"0,75649","1,2834","0,26741",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"635,263204574585","704,4999599456787","961,1670970916748"
5,CH,79027,E,"27,0",0,,"3,05195","1,30961","0,19394",AMARELA,PROVA AMARELA,,"0,0",2017,"636,0619068145752","652,3292064666748","715,3265476226807"
5,CN,11793,C,"5,0",0,,"2,16303","1,26972","0,22316",CINZA,PROVA CINZA,,"0,0",2017,"632,368803024292","655,7791233062744","744,9905872344971"
5,CN,60062,B,"21,0",0,,"1,78156","2,48622","0,34272",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"744,3230152130127","775,9277820587158","886,3131999969482"
5,LC,37043,D,"6,0",0,,"3,20601","0,68677","0,15385",AMARELA,PROVA AMARELA,"0,0","0,0",2017,"575,0792026519775","590,1949405670166","649,8878002166748"
5,LC,64089,A,"6,0",0,,"2,87437","0,42812","0,19261",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"548,288106918335","565,544843673706","632,4236392974854"
5,MT,27831,B,"12,0",0,,"1,54351","1,29578","0,17641",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"641,1020755767822","672,9166507720947","797,2209453582764"
5,MT,68172,C,"20,0",0,,"2,27998","1,44146","0,30754",CINZA,PROVA CINZA,,"0,0",2017,"643,5840129852295","667,3948764801025","753,1015872955322"
6,CH,31752,A,"11,0",0,,"0,79125","0,4275","0,23451",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"555,5026531219482","620,018720626831","864,2642498016357"
6,CH,78146,E,"8,0",0,,"4,15431","0,99679","0,17249",AMARELA,PROVA AMARELA,,"0,0",2017,"604,0780544281006","615,8702373504639","662,0328426361084"
6,CN,33127,D,"13,0",0,,"3,76221","1,51174","0,05901",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"659,3649387359619","671,6506481170654","722,0594882965088"
6,CN,60699,D,"18,0",0,,"3,57306","1,33759","0,27353",CINZA,PROVA CINZA,,"0,0",2017,"634,960412979126","649,6922969818115","704,085111618042"
6,LC,86967,D,"5,0",0,,"3,40425","-0,47958","0,16629",AMARELA,PROVA AMARELA PPL REAPLICACAO,"1,0","0,0",2017,"457,63182640075684","471,9703197479248","528,2657146453857"
6,LC,88785,B,"8,0",0,,"1,84579","0,38141","0,13359",AMARELA,PROVA AMARELA,"1,0","0,0",2017,"550,5363941192627","576,4977931976318","679,9643039703369"
6,MT,37469,D,"13,0",0,,"1,93126","2,3923","0,11964",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"751,8904209136963","776,5214443206787","875,2672672271729"
6,MT,43906,C,"12,0",0,,"1,91773","3,70512","0,08701",CINZA,PROVA CINZA,,"0,0",2017,"885,0924968719482","909,5017910003662","1008,6386203765869"
7,CH,25316,C,"1,0",0,,"3,11845","1,14451","0,21842",AMARELA,PROVA AMARELA,,"0,0",2017,"618,4022426605225","634,5860958099365","696,4271068572998"
7,CH,53963,A,"20,0",0,,"2,9889","0,61953","0,19758",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"567,0039653778076","583,6527347564697","648,0066776275635"
7,CN,43880,E,"20,0",0,,"4,27457","0,56765","0,22036",CINZA,PROVA CINZA,,"0,0",2017,"559,586763381958","571,4075565338135","616,5354251861572"
7,CN,60227,D,"10,0",0,,"1,8599","2,25758","0,27091",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"728,2822132110596","756,5252780914307","860,9764575958252"
7,LC,23968,B,"7,0",0,,"1,70743","0,92238","0,20397",AMARELA,PROVA AMARELA PPL REAPLICACAO,"1,0","0,0",2017,"600,5899906158447","629,8582553863525","742,5992488861084"
7,LC,60767,E,"6,0",0,,"1,8619","1,70239","0,25075",AMARELA,PROVA AMARELA,"1,0","0,0",2017,"674,3972301483154","702,1563053131104","806,1854839324951"
7,MT,15972,D,"21,0",0,,"1,2606","2,09394","0,14228",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"726,7515659332275","764,9438381195068","916,5756702423096"
7,MT,96088,E,"5,0",0,,"2,7463","2,15592","0,06966",CINZA,PROVA CINZA,,"0,0",2017,"726,4225482940674","743,3335781097412","812,4535083770752"
8,CH,67329,A,"12,0",0,,"0,53807","1,55692","0,03894",AMARELA,PROVA AMARELA,,"0,0",2017,"716,6140079498291","801,7914295196533","1153,6591053009033"
8,CH,79165,D,"23,0",0,,"3,41247","0,2849","0,13263",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"535,2275371551514","549,2608547210693","605,2200794219971"
8,CN,8757,E,"19,0",0,,"1,29682","2,03245","0,05236",CINZA,PROVA CINZA,,"0,0",2017,"727,5145053863525","763,0555629730225","909,2133045196533"
8,CN,41025,D,"16,0",0,,"4,43094","1,16488","0,23983",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"618,5929775238037","630,1610469818115","673,8083362579346"
8,LC,23183,E,"5,0",0,,"2,49389","0,83639","0,14535",AMARELA,PROVA AMARELA,"1,0","0,0",2017,"592,2691822052002","611,6073131561279","688,2779598236084"
8,LC,28184,C,"6,0",0,,"2,16165","1,32148","0,22811",AMARELA,PROVA AMARELA PPL REAPLICACAO,"1,0","0,0",2017,"637,2325420379639","660,7382297515869","750,0641345977783"
8,MT,27497,D,"5,0",0,,"2,51898","1,53058","0,16546",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"660,6547832489014","680,0191402435303","756,0937404632568"
8,MT,45300,C,"13,0",0,,"0,92225","3,2473","0,18467",CINZA,PROVA CINZA,,"0,0",2017,"842,8971767425537","896,4126110076904","1104,6497821807861"
9,CH,24292,A,"4,0",0,,"3,69706","0,41133","0,19062",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"545,4604625701904","558,8595867156982","610,8419895172119"
9,CH,96575,E,"3,0",0,,"1,59347","0,79893","0,02275",AMARELA,PROVA AMARELA,,"0,0",2017,"601,4292240142822","630,0036907196045","748,6646175384521"
9,CN,48655,A,"21,0",0,,"2,90081","1,45295","0,15165",CINZA,PROVA CINZA,,"0,0",2017,"652,4603366851807","669,144868850708","735,1057529449463"
9,CN,60918,C,"14,0",0,,"3,33047","1,12954","0,20831",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"617,0647144317627","632,1113109588623","689,9421215057373"
9,LC,31960,E,"8,0",0,,"3,26583","1,57241","0,25069",AMARELA,PROVA AMARELA PPL REAPLICACAO,"1,0","0,0",2017,"659,6152782440186","675,4391193389893","734,748125076294"
9,LC,33118,D,"6,0",0,,"1,94293","0,55952","0,2057",AMARELA,PROVA AMARELA,"1,0","0,0",2017,"563,1749629974365","588,9241695404053","688,0204677581787"
9,MT,28085,B,"7,0",0,,"2,37328","2,04033","0,14653",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"713,0448818206787","733,379602432251","813,955545425415"
9,MT,95556,B,"9,0",0,,"2,22842","1,02866","0,13443",CINZA,PROVA CINZA,,"0,0",2017,"613,0902767181396","634,6027851104736","720,3118801116943"
10,CH,18350,C,"3,0",0,,"1,68323","0,11244","0,20383",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"519,7279453277588","549,4134426116943","663,7732982635498"
10,CH,66214,B,"11,0",0,,"1,15442","1,88117","0,10267",AMARELA,PROVA AMARELA,,"0,0",2017,"710,8991146087646","751,7569065093994","916,6829586029053"
10,CN,17983,A,"24,0",0,,"2,70478","1,41041","0,14995",CINZA,PROVA CINZA,,"0,0",2017,"648,8006114959717","666,6772365570068","737,4041080474854"
10,CN,24620,E,"19,0",0,,"3,87561","2,07102","0,20037",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"710,9038829803467","723,766565322876","773,4148502349854"
10,LC,40428,B,"5,0",0,,"3,30891","0,84814","0,13652",AMARELA,PROVA AMARELA PPL REAPLICACAO,"1,0","0,0",2017,"591,627836227417","606,133222579956","663,8638973236084"
10,LC,47905,E,"8,0",0,,"3,12504","0,77877","0,16214",AMARELA,PROVA AMARELA,"1,0","0,0",2017,"584,1271877288818","599,707841873169","661,0052585601807"
10,MT,30340,B,"24,0",0,,"2,07064","1,69086","0,10861",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"681,4782619476318","704,3235301971436","796,3244915008545"
10,MT,96485,D,"30,0",0,,"2,48432","2,07643","0,19837",CINZA,PROVA CINZA,,"0,0",2017,"713,6790752410889","733,7205410003662","811,1517429351807"
11,CH,26920,A,"8,0",0,,"2,06454","2,51065","0,24616",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"755,1424503326416","780,0858020782471","873,8462924957275"
11,CH,67012,D,"8,0",0,,"1,57485","1,06511","0,12223",AMARELA,PROVA AMARELA,,"0,0",2017,"621,8521595001221","652,0979404449463","773,2241153717041"
11,CN,25499,B,"5,0",0,,"2,56786","2,05471","0,36085",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"701,0953426361084","723,4876155853271","800,3489971160889"
11,CN,48663,E,"29,0",0,,"3,57627","1,63399","0,08793",CINZA,PROVA CINZA,,"0,0",2017,"671,1905002593994","684,2868328094482","737,4517917633057"
11,LC,31174,C,"22,0",0,,"1,58641","1,20521","0,23911",AMARELA,PROVA AMARELA,,"0,0",2017,"626,4679431915283","658,7569713592529","780,6556224822998"
11,LC,87833,A,"15,0",0,,"3,23853","0,22791","0,15813",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"528,9714336395264","543,9703464508057","603,0933856964111"
11,MT,32469,D,"30,0",0,,"2,29924","1,97679","0,1483",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"706,8912982940674","727,9007434844971","811,0873699188232"
11,MT,82352,B,"2,0",0,,"2,4349","1,74779","0,22339",CINZA,PROVA CINZA,,"0,0",2017,"679,5613765716553","700,3586292266846","779,611349105835"
12,CH,47012,B,"22,0",0,,"3,07242","2,40178","0,20826",AMARELA,PROVA AMARELA,,"0,0",2017,"744,6353435516357","760,9455585479736","823,6329555511475"
12,CH,68289,C,"17,0",0,,"0,78374","1,46576","0,24601",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"657,3431491851807","723,0441570281982","970,0219631195068"
12,CN,47592,E,"12,0",0,,"1,96091","0,61832","0,19121",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"569,9508190155029","595,2255725860596","693,2394504547119"
12,CN,87974,A,"3,0",0,,"4,31314","1,03504","0,27747",CINZA,PROVA CINZA,,"0,0",2017,"604,3546199798584","616,6021823883057","661,6871356964111"
12,LC,32266,C,"4,0",0,,"3,89954","0,57072","0,16429",AMARELA,PROVA AMARELA,,"0,0",2017,"562,0138645172119","574,5165348052979","623,6498355865479"
12,LC,49475,B,"4,0",0,,"3,69346","-0,17429","0,19918",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"486,6020679473877","500,0894069671631","552,1767139434814"
12,MT,11720,B,"14,0",0,,"1,54842","2,44318","0,17992",CINZA,PROVA CINZA,,"0,0",2017,"755,5239200592041","787,3051166534424","911,2637042999268"
12,MT,18126,D,"15,0",0,,"2,02097","1,37153","0,18666",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"645,3173160552979","669,7695255279541","764,819860458374"
13,CH,37521,D,"15,0",0,,"2,27318","0,94294","0,14533",AMARELA,PROVA AMARELA,,"0,0",2017,"603,7633419036865","624,9802112579346","709,0942859649658"
13,CH,60024,C,"13,0",0,,"1,48027","0,2402","0,19458",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"534,4836711883545","568,0339336395264","697,9267597198486"
13,CN,36884,E,"25,0",0,,"2,07918","1,57822","0,1632",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"667,156457901001","690,5882358551025","782,7298641204834"
13,CN,81971,B,"22,0",0,,"2,43217","2,43127","0,10862",CINZA,PROVA CINZA,,"0,0",2017,"753,676176071167","773,1263637542725","851,4516353607178"
13,LC,44273,E,"23,0",0,,"0,76939","0,2678","0,01939",AMARELA,PROVA AMARELA,,"0,0",2017,"571,793794631958","630,8929920196533","876,5857219696045"
13,LC,96730,D,"16,0",0,,"2,69885","0,34002","0,10592",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"543,6174869537354","561,1221790313721","631,6893100738525"
13,MT,31092,A,"10,0",0,,"3,25297","2,41786","0,28081",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"742,7518367767334","759,0358257293701","818,8478946685791"
13,MT,86907,D,"17,0",0,,"1,35417","2,03899","0,09909",CINZA,PROVA CINZA,,"0,0",2017,"723,6044406890869","758,3730220794678","898,9255428314209"
14,CH,29085,B,"11,0",0,,"3,658","1,22452","0,23857",AMARELA,PROVA AMARELA,,"0,0",2017,"625,051736831665","639,0492916107178","691,9114589691162"
14,CH,54060,B,"12,0",0,,"1,34111","1,25968","0,22337",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"634,652853012085","672,4135875701904","816,3039684295654"
14,CN,26559,E,"1,0",0,,"4,43423","1,76617","0,08149",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2017,"683,0518245697021","693,5827732086182","736,436128616333"
14,CN,59829,C,"1,0",0,,"2,90199","2,46786","0,0832",CINZA,PROVA CINZA,,"0,0",2017,"756,5586566925049","772,6614475250244","838,1502628326416"
14,LC,27809,C,"17,0",0,,"3,14781","1,61104","0,18123",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"666,5651798248291","682,2102069854736","743,1952953338623"
14,LC,62046,B,"1,0",0,,"1,74404","-0,16537","0,03589",AMARELA,PROVA AMARELA,,"0,0",2017,"502,4259090423584","528,6734104156494","637,2039318084717"
