CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;CO_PROVA;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;IN_ITEM_ADAPTADO;ANO;IN_ENCCEJA;IN_ENEM;OCRSearch;theta_065;theta_080;theta_099;PercentEspAcerto;imagAPI
4;LC;35988;B;23;Linguagens Branco REGULAR;0;;1.15134;1.80495;0.15956;Branco;0;2018;1;0;N/A;680.5031299591064;781.5806865692139;1064.340353012085;57.98;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/35988.png
29;LC;38266;C;29;Linguagens Branco REGULAR;0;;2.55564;1.31517;0.1986;Branco;0;2018;1;0;N/A;631.5176486968994;674.5951175689697;802.5591373443604;59.93;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/38266.png
5;LC;41477;D;4;Linguagens Branco REGULAR;0;;0.81197;-0.07713;0.02085;Branco;0;2018;1;0;N/A;492.27404594421387;659.7678661346436;1055.5880069732666;51.04;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41477.png
9;LC;41521;A;10;Linguagens Branco REGULAR;0;;1.1064;0.56179;0.02597;Branco;0;2018;1;0;N/A;556.1845302581787;678.4932613372803;969.0992832183838;51.3;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41521.png
5;MT;41602;C;16;Matemática Amarela REGULAR;0;;0.35113;1.3266;0.26089;Amarela;0;2018;1;0;N/A;632.5905323028564;915.0640964508057;1854.2139530181885;63.04;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41602.png
29;CH;56502;B;29;Humanas Azul REGULAR;0;;1.00169;1.3923;0.18779;Azul;0;2018;1;0;N/A;639.232873916626;750.9176731109619;1076.9693851470947;59.39;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/56502.png
20;CH;56544;D;19;Humanas Azul REGULAR;0;;1.09845;0.97465;0.20106;Azul;0;2018;1;0;N/A;597.4524021148682;697.3187923431396;995.1250553131104;60.05;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/56544.png
9;CH;56553;B;9;Humanas Azul REGULAR;0;;0.99284;1.76223;0.15383;Azul;0;2018;1;0;N/A;676.2163639068604;794.3432331085205;1122.040033340454;57.69;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/56553.png
22;CH;56573;A;22;Humanas Azul REGULAR;0;;0.63763;2.80296;0.21359;Azul;0;2018;1;0;N/A;780.3003787994385;948.998212814331;1462.8379344940186;60.68;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/56573.png
7;CH;56603;B;7;Humanas Azul REGULAR;0;;2.90738;2.17853;0.10372;Azul;0;2018;1;0;N/A;717.8585529327393;760.7595920562744;872.0963001251221;55.19;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/56603.png
13;CN;57225;A;8;Natureza Rosa REGULAR;0;;0.83654;2.85142;0.14539;Rosa;0;2018;1;0;N/A;785.1450443267822;926.8825054168701;1315.4571056365967;57.27;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57225.png
13;LC;57357;A;16;Linguagens Branco REGULAR;0;;1.59874;1.01406;0.04814;Branco;0;2018;1;0;N/A;601.4149188995361;684.2367649078369;885.7100009918213;52.41;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57357.png
30;CH;57495;B;30;Humanas Azul REGULAR;0;;0.35377;1.1581;0.24828;Azul;0;2018;1;0;N/A;615.7486438751221;902.6424884796143;1833.094835281372;62.41;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57495.png
16;CH;57547;C;16;Humanas Azul REGULAR;0;;1.24502;1.18776;0.14514;Azul;0;2018;1;0;N/A;618.786096572876;714.0438556671143;975.1217365264893;57.26;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57547.png
11;CH;57586;B;11;Humanas Azul REGULAR;0;;0.49984;1.92111;0.2158;Azul;0;2018;1;0;N/A;692.1117305755615;906.564474105835;1562.239408493042;60.79;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57586.png
28;CH;57667;A;27;Humanas Azul REGULAR;0;;1.21632;1.58563;0.13729;Azul;0;2018;1;0;N/A;658.5447788238525;757.0593357086182;1024.078607559204;56.86;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57667.png
13;CH;57681;A;13;Humanas Azul REGULAR;0;;0.87623;0.68058;0.29861;Azul;0;2018;1;0;N/A;568.0553913116455;672.9476451873779;1051.5062808990479;64.93;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57681.png
1;CH;57792;D;1;Humanas Azul REGULAR;0;;1.55385;1.75733;0.1862;Azul;0;2018;1;0;N/A;675.7323741912842;747.8992938995361;958.0485820770264;59.31;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57792.png
17;CH;57794;A;20;Humanas Azul REGULAR;0;;0.4017;1.54617;0.26016;Azul;0;2018;1;0;N/A;654.644250869751;901.8056392669678;1722.6378917694092;63.01;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57794.png
4;MT;57841;A;14;Matemática Amarela REGULAR;1;BLG não rodou;;;;Amarela;0;2018;1;0;N/A;10499.998807907104;10499.998807907104;10499.998807907104;;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57841.png
5;CH;57901;A;4;Humanas Azul REGULAR;0;;0.58175;1.34023;0.23961;Azul;0;2018;1;0;N/A;634.0186595916748;811.1302852630615;1376.2681484222412;61.98;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57901.png
2;LC;58147;C;5;Linguagens Branco REGULAR;0;;1.68355;2.20914;0.20238;Branco;0;2018;1;0;N/A;720.9174633026123;785.9342098236084;980.271577835083;60.12;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58147.png
27;MT;58313;C;5;Matemática Amarela REGULAR;0;;1.83387;2.57285;0.12461;Amarela;0;2018;1;0;N/A;757.2834491729736;823.6448764801025;1000.5180835723877;56.23;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58313.png
30;LC;58315;C;30;Linguagens Branco REGULAR;0;;0.81857;1.42933;0.119;Branco;0;2018;1;0;N/A;642.9331302642822;792.6146984100342;1188.6470317840576;55.95;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58315.png
7;LC;58384;C;6;Linguagens Branco REGULAR;0;;6.98711;1.56417;0.17519;Branco;0;2018;1;0;N/A;656.4180850982666;672.7211475372314;719.3963527679443;58.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58384.png
27;LC;58725;B;22;Linguagens Branco REGULAR;0;;1.40985;0.87228;0.10409;Branco;0;2018;1;0;N/A;587.2147083282471;675.6703853607178;905.2770137786865;55.2;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58725.png
6;LC;58786;C;5;Linguagens Branco REGULAR;0;;1.22021;1.18157;0.27868;Branco;0;2018;1;0;N/A;618.1399822235107;696.6726779937744;967.6496982574463;63.93;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58786.png
8;LC;58875;D;7;Linguagens Branco REGULAR;0;;0.70521;1.50569;0.18731;Branco;0;2018;1;0;N/A;650.6006717681885;809.3230724334717;1272.4249362945557;59.37;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58875.png
23;MT;59126;C;3;Matemática Amarela REGULAR;0;;2.51379;3.02639;0.25594;Amarela;0;2018;1;0;N/A;802.6449680328369;842.4489498138428;973.5362529754639;62.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59126.png
28;MT;59224;A;17;Matemática Amarela REGULAR;0;;1.08714;2.14803;0.10671;Amarela;0;2018;1;0;N/A;714.8211002349854;829.1523456573486;1126.9919872283936;55.34;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59224.png
2;MT;59287;C;22;Matemática Amarela REGULAR;0;;0.86202;-0.49721;0.19926;Amarela;0;2018;1;0;N/A;450.26230812072754;577.8687000274658;957.2713375091553;59.96;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59287.png
11;LC;59310;C;11;Linguagens Branco REGULAR;0;;2.71442;0.82706;0.22968;Branco;0;2018;1;0;N/A;582.6990604400635;621.3109493255615;742.2678470611572;61.48;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59310.png
30;CN;59372;B;14;Natureza Rosa REGULAR;0;;3.2483;2.44641;0.15012;Rosa;0;2018;1;0;N/A;744.6472644805908;780.9202671051025;881.0417652130127;57.51;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59372.png
3;LC;71712;B;23;Linguagens Branco REGULAR;0;;3.02361;1.3633;0.07501;Branco;0;2018;1;0;N/A;636.328935623169;678.9224147796631;785.6981754302979;53.75;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/71712.png
19;LC;74334;D;21;Linguagens Branco REGULAR;0;;2.44529;0.18466;0.07635;Branco;0;2018;1;0;N/A;518.4714794158936;571.0570812225342;703.1004428863525;53.82;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/74334.png
12;CH;74363;A;12;Humanas Azul REGULAR;0;;1.6671;2.379;0.36325;Azul;0;2018;1;0;N/A;737.8904819488525;784.7492694854736;986.1128330230713;68.16;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/74363.png
16;LC;74906;B;17;Linguagens Branco REGULAR;0;;1.77335;1.0595;0.05106;Branco;0;2018;1;0;N/A;605.9424877166748;680.4053783416748;862.0851039886475;52.55;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/74906.png
6;CH;75111;B;5;Humanas Azul REGULAR;0;;1.15589;2.33411;0.19246;Azul;0;2018;1;0;N/A;733.3986759185791;829.5361995697021;1112.248182296753;59.62;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/75111.png
26;CH;75271;C;26;Humanas Azul REGULAR;0;;0.83971;0.55317;0.22978;Azul;0;2018;1;0;N/A;555.3238391876221;680.0858974456787;1071.0923671722412;61.49;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/75271.png
25;CH;75690;D;25;Humanas Azul REGULAR;0;;1.0997;1.158;0.11519;Azul;0;2018;1;0;N/A;615.8010959625244;727.7243137359619;1022.4049091339111;55.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/75690.png
18;CH;75897;D;18;Humanas Azul REGULAR;0;;0.51694;2.30082;0.26575;Azul;0;2018;1;0;N/A;730.1084995269775;920.151948928833;1558.5248470306396;63.29;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/75897.png
3;CH;75898;C;14;Humanas Azul REGULAR;0;;3.03038;1.87617;0.26269;Azul;0;2018;1;0;N/A;687.608003616333;720.2284336090088;829.0760517120361;63.13;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/75898.png
23;LC;76511;A;9;Linguagens Branco REGULAR;0;;0.87483;0.91316;0.18308;Branco;0;2018;1;0;N/A;591.2940502166748;720.0758457183838;1093.200922012329;59.15;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76511.png
21;CN;77151;B;19;Natureza Rosa REGULAR;0;;0.93304;2.64554;0.31997;Rosa;0;2018;1;0;N/A;764.5623683929443;858.3896160125732;1215.2020931243896;66.0;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77151.png
6;MT;77449;C;2;Matemática Amarela REGULAR;0;;1.37683;2.68717;0.19586;Amarela;0;2018;1;0;N/A;768.7060832977295;849.0102291107178;1086.4512920379639;59.79;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77449.png
30;MT;77470;C;24;Matemática Amarela REGULAR;0;;0.94096;2.10611;0.28076;Amarela;0;2018;1;0;N/A;710.6225490570068;812.0028972625732;1163.5105609893799;64.04;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77470.png
19;CH;77581;A;17;Humanas Azul REGULAR;0;;0.41265;0.32193;0.01867;Azul;0;2018;1;0;N/A;532.1590900421143;862.4188899993896;1641.141653060913;50.93;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77581.png
24;MT;77736;D;19;Matemática Amarela REGULAR;0;;0.7542;3.66839;0.17844;Amarela;0;2018;1;0;N/A;866.8272495269775;1017.1859264373779;1449.7582912445068;58.92;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77736.png
23;CN;78765;C;15;Natureza Rosa REGULAR;0;;0.54571;1.30496;0.25555;Rosa;0;2018;1;0;N/A;630.5210590362549;814.0103816986084;1417.8245067596436;62.78;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78765.png
23;CH;78891;D;23;Humanas Azul REGULAR;0;;1.17822;1.65713;0.19108;Azul;0;2018;1;0;N/A;665.6973361968994;760.2088451385498;1037.5182628631592;59.55;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78891.png
21;LC;78947;D;22;Linguagens Branco REGULAR;0;;1.63189;0.79603;0.00421;Branco;0;2018;1;0;N/A;579.6020030975342;664.2310619354248;860.9240055084229;50.21;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78947.png
8;CH;79190;C;8;Humanas Azul REGULAR;0;;2.34596;2.60255;0.11245;Azul;0;2018;1;0;N/A;760.2493762969971;812.889814376831;950.9890079498291;55.62;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79190.png
8;CN;79199;D;18;Natureza Rosa REGULAR;0;;1.06781;2.17248;0.3091;Rosa;0;2018;1;0;N/A;717.2744274139404;801.3384342193604;1112.5271320343018;65.46;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79199.png
10;CH;79255;B;10;Humanas Azul REGULAR;0;;1.02348;-0.17935;0.22029;Azul;0;2018;1;0;N/A;482.0435047149658;586.0440731048584;906.4428806304932;61.01;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79255.png
29;MT;79276;C;25;Matemática Amarela REGULAR;0;;1.11882;3.97892;0.20535;Amarela;0;2018;1;0;N/A;897.9027271270752;995.2847957611084;1287.8243923187256;60.27;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79276.png
24;CH;79286;B;24;Humanas Azul REGULAR;0;;1.22172;1.46799;0.21517;Azul;0;2018;1;0;N/A;646.8050479888916;734.6265316009521;1002.859354019165;60.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79286.png
25;LC;79625;B;25;Linguagens Branco REGULAR;0;;2.64439;0.59219;0.14943;Branco;0;2018;1;0;N/A;559.2172145843506;603.8229465484619;726.7992496490479;57.47;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79625.png
9;MT;79823;A;23;Matemática Amarela REGULAR;0;;1.12245;1.2725;0.14526;Amarela;0;2018;1;0;N/A;627.2380352020264;732.9051494598389;1022.4955081939697;57.26;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79823.png
20;MT;79867;C;27;Matemática Amarela REGULAR;0;;1.02255;2.00839;0.16494;Amarela;0;2018;1;0;N/A;700.8521556854248;813.8315677642822;1132.394552230835;58.25;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79867.png
16;MT;79996;D;29;Matemática Amarela REGULAR;0;;1.33294;1.68494;0.1145;Amarela;0;2018;1;0;N/A;668.4772968292236;760.9074115753174;1004.0085315704346;55.72;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79996.png
25;MT;80057;C;26;Matemática Amarela REGULAR;0;;0.92887;3.76439;0.26369;Amarela;0;2018;1;0;N/A;876.4116764068604;982.6319217681885;1337.794542312622;63.18;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80057.png
7;MT;80080;B;12;Matemática Amarela REGULAR;0;;1.11434;4.08552;0.27951;Amarela;0;2018;1;0;N/A;908.5743427276611;994.3835735321045;1291.1431789398193;63.98;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80080.png
26;MT;80163;D;28;Matemática Amarela REGULAR;0;;2.61075;2.11952;0.1599;Amarela;0;2018;1;0;N/A;711.9600772857666;756.5109729766846;881.2110424041748;58.0;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80163.png
3;CN;80209;D;3;Natureza Rosa REGULAR;0;;0.59794;1.14476;0.16148;Rosa;0;2018;1;0;N/A;614.4444942474365;808.61496925354;1353.18922996521;58.07;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80209.png
10;CN;80643;B;20;Natureza Rosa REGULAR;0;;1.01464;2.28389;0.16659;Rosa;0;2018;1;0;N/A;728.3918857574463;842.0054912567139;1163.1124019622803;58.33;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80643.png
17;CN;80697;C;17;Natureza Rosa REGULAR;0;;0.581;0.5655;0.21053;Rosa;0;2018;1;0;N/A;556.5803050994873;742.5920963287354;1306.2970638275146;60.53;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80697.png
24;CN;80748;A;1;Natureza Rosa REGULAR;0;;0.56731;2.16127;0.22778;Rosa;0;2018;1;0;N/A;716.137170791626;901.4241695404053;1480.0207614898682;61.39;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80748.png
10;MT;80942;A;1;Matemática Amarela REGULAR;0;;2.07008;2.11812;0.19186;Amarela;0;2018;1;0;N/A;711.8051052093506;765.5351161956787;923.3825206756592;59.59;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80942.png
15;CN;81037;C;24;Natureza Rosa REGULAR;0;;1.09139;3.22012;0.29886;Rosa;0;2018;1;0;N/A;821.9974040985107;906.1758518218994;1210.1190090179443;64.94;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81037.png
22;CN;81092;C;7;Natureza Rosa REGULAR;0;;2.40271;2.4027;0.19961;Rosa;0;2018;1;0;N/A;740.2698993682861;786.020040512085;922.1451282501221;59.98;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81092.png
12;CN;81189;C;5;Natureza Rosa REGULAR;0;;0.93839;4.272;0.31635;Rosa;0;2018;1;0;N/A;927.2162914276123;1021.3010311126709;1375.8533000946045;65.82;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81189.png
19;CN;81194;A;2;Natureza Rosa REGULAR;0;;1.00882;3.55547;0.31705;Rosa;0;2018;1;0;N/A;855.5333614349365;942.9352283477783;1272.775411605835;65.85;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81194.png
1;MT;81254;A;18;Matemática Amarela REGULAR;0;;2.13362;2.5211;0.32763;Amarela;0;2018;1;0;N/A;752.1049976348877;792.3905849456787;948.6405849456787;66.38;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81254.png
