CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;CO_PROVA;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;IN_ITEM_ADAPTADO;ANO;IN_ENCCEJA;IN_ENEM;OCRSearch;theta_065;theta_080;theta_099;PercentEspAcerto;imagAPI
21;CN;94004;A;21;Natureza Rosa REGULAR;0;;2.15071;2.93997;0.11975;Rosa;0;2019;1;0;N/A;794.0022945404053;850.9151935577393;1001.6577243804932;55.99;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/94004.png
21;LC;90189;D;21;Linguagens Branca REGULAR;0;;0.94968;1.46947;0.21596;Branca;0;2019;1;0;N/A;646.9576358795166;759.7916126251221;1104.8953533172607;60.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90189.png
21;MT;117248;B;11;Matemática Amarela REGULAR;0;;1.49202;2.05234;0.25575;Amarela;0;2019;1;0;N/A;705.2438259124756;772.3300457000732;993.1843280792236;62.79;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117248.png
22;CH;75899;C;22;Humanas Azul REGULAR;0;;1.41683;1.62821;0.26046;Azul;0;2019;1;0;N/A;662.8100872039795;732.8646183013916;965.5969142913818;63.02;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/75899.png
22;CN;94419;A;22;Natureza Rosa REGULAR;0;;2.30432;2.61195;0.24903;Rosa;0;2019;1;0;N/A;761.1911296844482;805.1722049713135;948.0350017547607;62.45;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/94419.png
22;LC;72274;C;21;Linguagens Branca REGULAR;0;;1.57814;1.30339;0.1352;Branca;0;2019;1;0;N/A;630.3398609161377;706.4526081085205;912.207841873169;56.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/72274.png
22;MT;117309;B;25;Matemática Amarela REGULAR;0;;1.24755;1.58464;0.16299;Amarela;0;2019;1;0;N/A;658.466100692749;751.3229846954346;1012.3770236968994;58.15;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117309.png
23;CH;91852;C;5;Humanas Azul REGULAR;0;;1.57792;0.16039;0.10981;Azul;0;2019;1;0;N/A;516.0372257232666;594.5389270782471;799.8030185699463;55.49;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/91852.png
23;CN;79556;B;23;Natureza Rosa REGULAR;0;;0.64477;2.22777;0.21379;Rosa;0;2019;1;0;N/A;722.7818965911865;889.5580768585205;1397.7210521697998;60.69;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79556.png
23;LC;57231;B;23;Linguagens Branca REGULAR;0;;1.51131;1.01343;0.15726;Branca;0;2019;1;0;N/A;601.3338565826416;678.5886287689209;893.9449787139893;57.86;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57231.png
23;MT;117298;D;22;Matemática Amarela REGULAR;0;;0.73919;0.32828;0.00272;Amarela;0;2019;1;0;N/A;532.8505039215088;719.9089527130127;1154.0977954864502;50.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117298.png
24;CH;57783;B;1;Humanas Azul REGULAR;0;;1.10722;1.31932;0.23571;Azul;0;2019;1;0;N/A;631.9539546966553;725.6119251251221;1022.385835647583;61.79;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57783.png
24;CN;79606;D;24;Natureza Rosa REGULAR;0;;1.00033;1.32011;0.26677;Rosa;0;2019;1;0;N/A;632.0183277130127;730.0417423248291;1059.9844455718994;63.34;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79606.png
24;LC;94139;B;22;Linguagens Branca REGULAR;0;;0.73838;0.40986;0.01005;Branca;0;2019;1;0;N/A;540.973424911499;727.0209789276123;1161.9298458099365;50.5;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/94139.png
24;MT;35413;B;9;Matemática Amarela REGULAR;0;;1.34808;1.87926;0.26509;Amarela;0;2019;1;0;N/A;687.908411026001;760.9026432037354;1005.6703090667725;63.25;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/35413.png
25;CH;35733;C;14;Humanas Azul REGULAR;0;;0.62471;1.0862;0.22027;Azul;0;2019;1;0;N/A;608.5913181304932;778.9771556854248;1303.896188735962;61.01;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/35733.png
25;CN;41560;A;25;Natureza Rosa REGULAR;0;;0.91182;1.92537;0.30313;Rosa;0;2019;1;0;N/A;692.5599575042725;792.3381328582764;1156.3961505889893;65.16;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41560.png
25;LC;76183;C;23;Linguagens Branca REGULAR;0;;0.8391;-0.15212;0.00509;Branca;0;2019;1;0;N/A;484.76624488830566;649.2393016815186;1031.7986011505127;50.25;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76183.png
25;MT;92426;B;27;Matemática Amarela REGULAR;0;;1.01764;1.85291;0.11814;Amarela;0;2019;1;0;N/A;685.3048801422119;805.8159351348877;1124.3503093719482;55.91;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/92426.png
26;CH;75680;A;7;Humanas Azul REGULAR;0;;1.49793;1.68619;0.19044;Azul;0;2019;1;0;N/A;668.6131954193115;743.0164813995361;961.1217975616455;59.52;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/75680.png
26;CN;35430;D;26;Natureza Rosa REGULAR;0;;1.3593;0.2784;0.18981;Rosa;0;2019;1;0;N/A;527.838945388794;609.9002361297607;850.2309322357178;59.49;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/35430.png
26;LC;93468;B;16;Linguagens Branca REGULAR;1;Problemas na convergencia;;;;Branca;0;2019;1;0;N/A;10499.998807907104;10499.998807907104;10499.998807907104;;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/93468.png
26;MT;93013;D;17;Matemática Amarela REGULAR;1;Problemas na convergencia;;;;Amarela;0;2019;1;0;N/A;10499.998807907104;10499.998807907104;10499.998807907104;;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/93013.png
27;CH;41503;A;30;Humanas Azul REGULAR;0;;0.69547;0.80469;0.20216;Azul;0;2019;1;0;N/A;580.48415184021;737.9167079925537;1208.3475589752197;60.11;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41503.png
27;CN;90690;D;27;Natureza Rosa REGULAR;0;;1.43797;1.62328;0.21314;Rosa;0;2019;1;0;N/A;662.3380184173584;737.1871471405029;965.0247097015381;60.66;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90690.png
27;LC;58233;D;25;Linguagens Branca REGULAR;0;;1.56121;0.28249;0.02465;Branca;0;2019;1;0;N/A;528.2418727874756;615.0405406951904;820.965051651001;51.23;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/58233.png
27;MT;79360;A;26;Matemática Amarela REGULAR;0;;0.83549;1.8212;0.18571;Amarela;0;2019;1;0;N/A;682.1458339691162;816.4303302764893;1207.2460651397705;59.29;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79360.png
28;CH;56642;C;28;Humanas Azul REGULAR;0;;1.0206;0.13191;0.01421;Azul;0;2019;1;0;N/A;513.1881237030029;647.2651958465576;962.0110988616943;50.71;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/56642.png
28;CN;90738;D;28;Natureza Rosa REGULAR;0;;0.54975;1.53102;0.00478;Rosa;0;2019;1;0;N/A;653.1088352203369;904.1802883148193;1488.07692527771;50.24;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90738.png
28;LC;57140;A;28;Linguagens Branca REGULAR;0;;0.88727;1.77491;0.19919;Branca;0;2019;1;0;N/A;677.4942874908447;801.4624118804932;1170.0670719146729;59.96;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57140.png
28;MT;117444;C;12;Matemática Amarela REGULAR;0;;3.37473;2.76183;0.216;Amarela;0;2019;1;0;N/A;776.1828899383545;807.9354763031006;905.052900314331;60.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117444.png
29;CH;79733;B;29;Humanas Azul REGULAR;0;;0.88986;0.64842;0.20649;Azul;0;2019;1;0;N/A;564.8176670074463;687.0787143707275;1054.9418926239014;60.32;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79733.png
29;CN;90676;A;29;Natureza Rosa REGULAR;0;;0.98446;0.47551;0.00275;Rosa;0;2019;1;0;N/A;547.5609302520752;688.0180835723877;1014.0340328216553;50.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90676.png
29;LC;57118;C;28;Linguagens Branca REGULAR;0;;1.63198;0.46656;0.21097;Branca;0;2019;1;0;N/A;546.6597080230713;612.842321395874;813.5383129119873;60.55;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/57118.png
29;MT;79925;A;20;Matemática Amarela REGULAR;0;;1.52024;1.82711;0.37079;Amarela;0;2019;1;0;N/A;682.7132701873779;732.9409122467041;954.1051387786865;68.54;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79925.png
30;CH;56527;C;27;Humanas Azul REGULAR;0;;1.06337;2.32966;0.1179;Azul;0;2019;1;0;N/A;732.9862117767334;848.3402729034424;1153.1703472137451;55.9;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/56527.png
30;CN;90819;B;30;Natureza Rosa REGULAR;0;;1.74355;2.94157;0.11051;Rosa;0;2019;1;0;N/A;794.1691875457764;865.1416301727295;1050.917387008667;55.53;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90819.png
30;LC;77215;C;29;Linguagens Branca REGULAR;0;;1.38123;0.1349;0.16936;Branca;0;2019;1;0;N/A;513.498067855835;596.6346263885498;832.5903415679932;58.47;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77215.png
30;MT;94554;A;23;Matemática Amarela REGULAR;1;Problemas na convergencia;;;;Amarela;0;2019;1;0;N/A;10499.998807907104;10499.998807907104;10499.998807907104;;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/94554.png
