CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,theta_080,theta_099,PercentEspAcerto,Cluster
1,LC,23448,A,"7,0",0,,"2,296","-0,14177","0,18738",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"486,6187572479248","514,5018100738525","598,1748104095459","59,37",Cluster 2
2,LC,42335,B,"7,0",0,,"3,56712","0,32162","0,20155",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"532,0971012115479","550,2359867095947","604,1829586029053","60,08",Cluster 2
2,LC,48074,D,"6,0",0,,"4,52165","0,53966","0,24458",AMARELA,PROVA AMARELA,"0,0","0,0",2017,"552,4294376373291","567,2543048858643","610,0528240203857","62,23",Cluster 2
3,LC,37683,C,"6,0",0,,"3,23952","0,20585","0,20042",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"520,5647945404053","540,520429611206","599,9152660369873","60,02",Cluster 2
3,LC,54099,D,"7,0",0,,"3,09698","0,50324","0,23815",AMARELA,PROVA AMARELA,"0,0","0,0",2017,"548,4192371368408","569,9436664581299","632,375955581665","61,91",Cluster 2
5,LC,64089,A,"6,0",0,,"2,87437","0,42812","0,19261",AMARELA,PROVA AMARELA PPL REAPLICACAO,"0,0","0,0",2017,"543,1859493255615","565,544843673706","632,4236392974854","59,63",Cluster 2
6,LC,86967,D,"5,0",0,,"3,40425","-0,47958","0,16629",AMARELA,PROVA AMARELA PPL REAPLICACAO,"1,0","0,0",2017,"453,44042778015137","471,9703197479248","528,2657146453857","58,31",Cluster 2
6,LC,88785,B,"8,0",0,,"1,84579","0,38141","0,13359",AMARELA,PROVA AMARELA,"1,0","0,0",2017,"543,0357456207275","576,4977931976318","679,9643039703369","56,68",Cluster 2
9,LC,33118,D,"6,0",0,,"1,94293","0,55952","0,2057",AMARELA,PROVA AMARELA,"1,0","0,0",2017,"555,5169582366943","588,9241695404053","688,0204677581787","60,28",Cluster 2
11,LC,87833,A,"15,0",0,,"3,23853","0,22791","0,15813",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"524,5988368988037","543,9703464508057","603,0933856964111","57,91",Cluster 2
